snapshot,redshift,mask_name,selected_cells,volume_total,volume_fraction,lambda_mfp_input,lambda_mfp_units,lambda_mfp_cm,GammaHI_source,GammaHI_s_1,sigma_hi_cm2,photon_band_used,c_tilde_cm_s,nH_V,nH2_V,nHI_V,nHII_V,ne_V,gas_density_V_g_cm3,gas_density_squared_V_g2_cm6,C_standard_raw_volume,C_raw_volume_nH,nGamma_V,nGamma_ctilde_sigma_over_Gamma,R_rec,R_ion,R_gamma_c,R_gamma_ctilde,C5,C5_paper_actual,C5_chi_nH2,C5_neHII,C7,C7_paper_actual,C7_chi_nH2,C8,C8_corrected_actual,C8_corrected_chi_nH2,C8_paper_literal_actual,C8_paper_literal_chi_nH2,C13_c,C13_ctilde,C13_c_actual,C13_ctilde_actual,C13_c_chi_nH2,C13_ctilde_chi_nH2,Q6,Q12_c,Q12_ctilde,C7_over_C5,C8_over_C7,C13c_over_C5,C13ctilde_over_C5,nHI_mfp,nHI_mfp_over_nHI_V,recombination_rate,photoionization_rate,ionization_equilibrium_ratio,electron_density_nHII_over_ne,lambda_mfp_nHI_sigma_HI,Gamma_lambda_mfp_over_c,photon_photoionization_rate_ratio,nGamma_V_g0,R_gamma_c_g0,R_gamma_ctilde_g0,nGamma_ctilde_sigma_over_Gamma_g0,C13_c_actual_g0,C13_ctilde_actual_g0,C13_c_chi_nH2_g0,C13_ctilde_chi_nH2_g0,Q12_c_g0,Q12_ctilde_g0,photon_photoionization_rate_ratio_g0
14,4.50678003003574,all-gas,2070686,64000000000.74388,1.0,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,3.175321161546061e-05,2.5555147899044536e-07,4.506712930045521e-08,3.170814448616013e-05,3.4203537836304455e-05,6.989221874298522e-29,1.2647097271468424e-54,258.9006876259394,253.45629572784162,0.0003063940119108073,1.87861105024392,5.566160756397539e-20,2.776479964526117e-19,6.492838507897857e-21,1.2985677015795715e-21,246.64415796400743,246.64415796400743,197.358988238533,246.64415796400743,1230.296056698317,1230.296056698317,984.4546369481402,3.0629704875636845,3.0629704875636845,2.4509186084929273,2.4330815275427886e+20,1.9468959351868486e+20,28.77065102254073,5.754130204508146,28.77065102254073,5.754130204508146,23.02161390581633,4.604322781163266,4.9881418917607325,0.11664841875857122,0.023329683751714247,4.9881418917607325,0.0024896206656011095,0.11664841875857122,0.023329683751714247,1.1220005644573075e-10,0.0024896206656011134,5.566160756397539e-20,2.776479964526117e-19,4.9881418917607325,0.9270428292509656,401.66761700564217,290723.6221911662,0.023385144466569342,0.0003063940119108073,6.492838507897857e-21,1.2985677015795715e-21,1.87861105024392,28.77065102254073,5.754130204508146,23.02161390581633,4.604322781163266,0.11664841875857122,0.023329683751714247,0.023385144466569342
14,4.50678003003574,overdensity_lt_-1,0,0.0,0.0,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,4.50678003003574,overdensity_lt_-0.492462311558,343483,31169453195.957447,0.4870227061811744,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,1.0318503833010047e-05,1.1606578457690137e-10,1.1308277002827116e-11,1.0318492524732934e-05,1.1134166432464634e-05,2.2709167021802146e-29,5.621772174722812e-58,1.0901112777518855,1.090111074804251,0.00032100209095665554,1.9681783970312192,2.6060988018588976e-23,6.966763807461721e-23,6.802400361159238e-21,1.3604800722318475e-21,1.0901188767561136,1.0901188767561136,0.8750520716868497,1.0901188767561136,2.914164547790047,2.914164547790047,2.339236370594984,28.914168504401406,28.914168504401406,23.20976509109626,2.2968072842345935e+21,1.8436759652448212e+21,284.54120909241664,56.908241818483326,284.54120909241664,56.908241818483326,228.40479126232495,45.68095825246498,2.6732539082909734,261.0185138148704,52.203702762974075,2.673253908290974,9.92194093031858,261.0185138148704,52.203702762974075,1.1220005644573075e-10,9.921940930318586,2.6060988018588976e-23,6.966763807461721e-23,2.6732539082909734,0.9267413584412224,0.10078673185246334,290723.6221911662,97.64074897836436,0.00032100209095665554,6.802400361159238e-21,1.3604800722318475e-21,1.9681783970312192,284.54120909241664,56.908241818483326,228.40479126232495,45.68095825246498,261.0185138148704,52.203702762974075,97.64074897836436
14,4.50678003003574,overdensity_lt_0.0150753768844,783015,49982256600.631386,0.780972759375788,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,1.4847152327294958e-05,2.6792057815269423e-10,2.2441329124277328e-11,1.4847129885965458e-05,1.6022303814631432e-05,3.267596255817272e-29,1.297708604311739e-57,1.2154032818010825,1.2154014304274698,0.0003194623335150337,1.9587375945609407,6.01655036317938e-23,1.3825575681889337e-22,6.769771145113414e-21,1.3539542290226827e-21,1.2154498159438287,1.2154498159438287,0.9757480865463244,1.2154498159438287,2.7930113442929487,2.7930113442929487,2.2421949792964293,13.964236643373074,13.964236643373074,11.210316547928164,1.1092541165896791e+21,8.904954919225009e+20,136.7613764636016,27.35227529272032,136.7613764636016,27.35227529272032,109.79034234677762,21.95806846935552,2.2979240340944083,112.51914696075116,22.50382939215023,2.2979240340944083,4.9997063821121435,112.51914696075116,22.50382939215023,1.1220005644573075e-10,4.999706382112245,6.01655036317938e-23,1.3825575681889337e-22,2.2979240340944083,0.9266538731095078,0.2000117454052424,290723.6221911662,48.96556426204663,0.0003194623335150337,6.769771145113414e-21,1.3539542290226827e-21,1.9587375945609407,136.7613764636016,27.35227529272032,109.79034234677762,21.95806846935552,112.51914696075116,22.50382939215023,48.96556426204663
14,4.50678003003574,overdensity_lt_0.522613065327,1024839,56029546117.105835,0.8754616580696031,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,1.7439612464757103e-05,4.0429121205580844e-10,3.357916692252897e-11,1.7439578885589987e-05,1.882185949327932e-05,3.838159007472148e-29,1.9582508658198853e-57,1.3292981542748161,1.329292765928983,0.0003143729510817068,1.927532774275653,9.080401164132797e-23,2.0687335899368357e-22,6.661921327688969e-21,1.332384265537794e-21,1.329423835410515,1.329423835410515,1.0673524618155286,1.329423835410515,3.0287469615766094,3.0287469615766094,2.431685395994764,10.120131355037875,10.120131355037875,8.12513423332801,8.038962424295074e+20,6.454229347681523e+20,97.5344243340509,19.50688486681018,97.5344243340509,19.50688486681018,78.30731265064409,15.661462530128821,2.278240302981598,73.3659362320167,14.673187246403339,2.278240302981598,3.341359144036865,73.3659362320167,14.673187246403337,1.1220005644573075e-10,3.3413591440368156,9.080401164132797e-23,2.0687335899368357e-22,2.278240302981598,0.9265598275142314,0.29927941202748537,290723.6221911662,32.2028963037835,0.0003143729510817068,6.661921327688969e-21,1.332384265537794e-21,1.927532774275653,97.5344243340509,19.50688486681018,78.30731265064409,15.661462530128821,73.3659362320167,14.673187246403339,32.2028963037835
14,4.50678003003574,overdensity_lt_1.03015075377,1180524,58797061638.536446,0.9187040880914538,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,1.9218250953150443e-05,5.298177052359493e-10,4.426846297444409e-11,1.921820668468747e-05,2.0743393763955362e-05,4.229615597016092e-29,2.5662781633394215e-57,1.4345045521334043,1.4344940361476144,0.000310707903387476,1.9050610586728776,1.1901658502435914e-22,2.727276008407047e-22,6.5842547876218894e-21,1.316850957524378e-21,1.4347352206523223,1.4347352206523223,1.152009989285514,1.4347352206523223,3.2877089734181264,3.2877089734181264,2.6398415015693812,8.332819971807083,8.332819971807083,6.690775906424778,6.61920525452725e+20,5.314841696629965e+20,79.37265418610652,15.874530837221302,79.37265418610652,15.874530837221302,63.731683158182854,12.74633663163657,2.2915092109632074,55.32216191780573,11.064432383561147,2.2915092109632074,2.5345369797569752,55.32216191780574,11.064432383561147,1.1220005644573075e-10,2.5345369797569695,1.1901658502435914e-22,2.727276008407047e-22,2.2915092109632074,0.9264735994204514,0.39454938238695086,290723.6221911662,24.142238509506907,0.000310707903387476,6.5842547876218894e-21,1.316850957524378e-21,1.9050610586728776,79.37265418610652,15.874530837221302,63.731683158182854,12.74633663163657,55.32216191780573,11.064432383561147,24.142238509506907
14,4.50678003003574,overdensity_lt_1.53768844221,1288859,60295357474.6095,0.942114960529823,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,2.0514838182407484e-05,6.438438515460095e-10,5.2361562806298804e-11,2.0514785820844926e-05,2.2144689695510406e-05,4.5149811392792637e-29,3.1186088106313325e-57,1.5298505980756039,1.529834185397597,0.00030887798953214144,1.8938412036626995,1.4465340148869208e-22,3.2258728767420327e-22,6.545476826290482e-21,1.3090953652580963e-21,1.530202863544801,1.530202863544801,1.2287653028614276,1.530202863544801,3.4124603103840885,3.4124603103840885,2.740233289773177,7.312200379891101,7.312200379891101,5.871756175887769,5.808472442761167e+20,4.664250453536495e+20,69.24073184437906,13.848146368875812,69.24073184437906,13.848146368875812,55.60086891878591,11.120173783757183,2.230070529654436,45.24938065007865,9.04987613001573,2.2300705296544354,2.142794264197047,45.24938065007865,9.049876130015729,1.1220005644573075e-10,2.1427942641970517,1.4465340148869208e-22,3.2258728767420327e-22,2.230070529654436,0.9263975292913711,0.46668036064335855,290723.6221911662,20.290560342542324,0.00030887798953214144,6.545476826290482e-21,1.3090953652580963e-21,1.8938412036626995,69.24073184437906,13.848146368875812,55.60086891878591,11.120173783757183,45.24938065007865,9.04987613001573,20.290560342542324
14,4.50678003003574,overdensity_lt_2.04522613065,1368511,61198015579.12894,0.9562189934127754,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,2.150376971560735e-05,7.47749586163283e-10,5.8813590431049e-11,2.150371090201732e-05,2.3213827174014362e-05,4.7326369029811996e-29,3.6219260943374064e-57,1.6170863551420598,1.617063149489037,0.00030787928484519235,1.8877177887528185,1.6802190029251742e-22,3.623367141603216e-22,6.5243131351040865e-21,1.3048626270208173e-21,1.61756849184122,1.61756849184122,1.299012025550474,1.61756849184122,3.4882622517816855,3.4882622517816855,2.8012999982340006,6.654639151919475,6.654639151919475,5.344105259000645,5.2861363368463204e+20,4.2451090664151856e+20,62.81040352404682,12.562080704809365,62.81040352404682,12.562080704809365,50.44081281191503,10.088162562383006,2.1564850387331185,38.83013537964751,7.766027075929501,2.1564850387331185,1.9077232936028568,38.83013537964751,7.766027075929502,1.1220005644573075e-10,1.907723293602865,1.6802190029251742e-22,3.623367141603216e-22,2.1564850387331185,0.9263319977710806,0.5241850342517086,290723.6221911662,18.006215986761145,0.00030787928484519235,6.5243131351040865e-21,1.3048626270208173e-21,1.8877177887528185,62.81040352404682,12.562080704809365,50.44081281191503,10.088162562383006,38.83013537964751,7.766027075929501,18.006215986761145
14,4.50678003003574,overdensity_lt_2.5527638191,1430873,61796859353.61111,0.9655759273889505,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,2.2300073444439786e-05,8.448724061526585e-10,6.435459015446445e-11,2.2300009089849916e-05,2.407482237683358e-05,4.907897591411101e-29,4.092391101838965e-57,1.6989717102549815,1.698941947458927,0.00030724808939369534,1.883847704142969,1.8986787850786964e-22,3.9647351176493627e-22,6.510937383704993e-21,1.3021874767409985e-21,1.6995749144729262,1.6995749144729262,1.3649457527604802,1.6995749144729262,3.5489754251440857,3.5489754251440857,2.8502179527073186,6.187518902224805,6.187518902224805,4.969258826896786,4.915077701026002e+20,3.9473484665921484e+20,58.28171639148712,11.656343278297424,58.28171639148712,11.656343278297424,46.806634161708466,9.361326832341692,2.088154746767781,34.29193729277977,6.858387458555953,2.088154746767781,1.7434662574406516,34.29193729277977,6.858387458555954,1.1220005644573075e-10,1.7434662574406454,1.8986787850786964e-22,3.9647351176493627e-22,2.088154746767781,0.9262792780273424,0.5735700336798999,290723.6221911662,16.422124531651534,0.00030724808939369534,6.510937383704993e-21,1.3021874767409985e-21,1.883847704142969,58.28171639148712,11.656343278297424,46.806634161708466,9.361326832341692,34.29193729277977,6.858387458555953,16.422124531651534
14,4.50678003003574,overdensity_lt_3.06030150754,1480519,62210229387.38646,0.9720348341666153,310.8461722051186,proper pMpc/h,1.414706585347698e+27,redshift_table,6.160765080055961e-12,6.3e-18,0,5995849160.0,2.294777480090109e-05,9.347274351403645e-10,6.918422482730361e-11,2.2947705616676504e-05,2.4775336431183377e-05,5.05045350543417e-29,4.527659495797722e-57,1.7750598607998385,1.7750223725347098,0.00030681605252496865,1.8811987318910603,2.100845530987879e-22,4.2622775640678695e-22,6.501782029784705e-21,1.300356405956941e-21,1.775792579336012,1.775792579336012,1.4262295918770966,1.775792579336012,3.6027974249886756,3.6027974249886756,2.8935903668314475,5.84286483595516,5.84286483595516,4.692702755573664,4.641300514651546e+20,3.7276651653007566e+20,54.95794960004858,10.991589920009716,54.95794960004858,10.991589920009716,44.139532364634306,8.82790647292686,2.028839103683945,30.948405934097295,6.189681186819459,2.028839103683945,1.6217578028199922,30.948405934097295,6.189681186819459,1.1220005644573075e-10,1.6217578028199704,2.100845530987879e-22,4.2622775640678695e-22,2.028839103683945,0.9262318467568201,0.6166148843317815,290723.6221911662,15.254243610497008,0.00030681605252496865,6.501782029784705e-21,1.300356405956941e-21,1.8811987318910603,54.95794960004858,10.991589920009716,44.139532364634306,8.82790647292686,30.948405934097295,6.189681186819459,15.254243610497008
