snapshot,redshift,mask_name,selected_cells,volume_total,volume_fraction,lambda_mfp_input,lambda_mfp_units,lambda_mfp_cm,GammaHI_source,GammaHI_s_1,sigma_hi_cm2,photon_band_used,c_tilde_cm_s,nH_V,nH2_V,nHI_V,nHII_V,ne_V,gas_density_V_g_cm3,gas_density_squared_V_g2_cm6,C_standard_raw_volume,C_raw_volume_nH,nGamma_V,nGamma_ctilde_sigma_over_Gamma,R_rec,R_ion,R_gamma_c,R_gamma_ctilde,C5,C5_paper_actual,C5_chi_nH2,C5_neHII,C7,C7_paper_actual,C7_chi_nH2,C8,C8_corrected_actual,C8_corrected_chi_nH2,C8_paper_literal_actual,C8_paper_literal_chi_nH2,C13_c,C13_ctilde,C13_c_actual,C13_ctilde_actual,C13_c_chi_nH2,C13_ctilde_chi_nH2,Q6,Q12_c,Q12_ctilde,C7_over_C5,C8_over_C7,C13c_over_C5,C13ctilde_over_C5,nHI_mfp,nHI_mfp_over_nHI_V,nGamma_V_g0,R_gamma_c_g0,R_gamma_ctilde_g0,nGamma_ctilde_sigma_over_Gamma_g0,C13_c_actual_g0,C13_ctilde_actual_g0,C13_c_chi_nH2_g0,C13_ctilde_chi_nH2_g0,Q12_c_g0,Q12_ctilde_g0,nGamma_V_g1,R_gamma_c_g1,R_gamma_ctilde_g1,nGamma_ctilde_sigma_over_Gamma_g1,C13_c_actual_g1,C13_ctilde_actual_g1,C13_c_chi_nH2_g1,C13_ctilde_chi_nH2_g1,Q12_c_g1,Q12_ctilde_g1,nGamma_V_g2,R_gamma_c_g2,R_gamma_ctilde_g2,nGamma_ctilde_sigma_over_Gamma_g2,C13_c_actual_g2,C13_ctilde_actual_g2,C13_c_chi_nH2_g2,C13_ctilde_chi_nH2_g2,Q12_c_g2,Q12_ctilde_g2,nGamma_V_g0p1,R_gamma_c_g0p1,R_gamma_ctilde_g0p1,nGamma_ctilde_sigma_over_Gamma_g0p1,C13_c_actual_g0p1,C13_ctilde_actual_g0p1,C13_c_chi_nH2_g0p1,C13_ctilde_chi_nH2_g0p1,Q12_c_g0p1,Q12_ctilde_g0p1,nGamma_V_g1p2,R_gamma_c_g1p2,R_gamma_ctilde_g1p2,nGamma_ctilde_sigma_over_Gamma_g1p2,C13_c_actual_g1p2,C13_ctilde_actual_g1p2,C13_c_chi_nH2_g1p2,C13_ctilde_chi_nH2_g1p2,Q12_c_g1p2,Q12_ctilde_g1p2,nGamma_V_g0p1p2,R_gamma_c_g0p1p2,R_gamma_ctilde_g0p1p2,nGamma_ctilde_sigma_over_Gamma_g0p1p2,C13_c_actual_g0p1p2,C13_ctilde_actual_g0p1p2,C13_c_chi_nH2_g0p1p2,C13_ctilde_chi_nH2_g0p1p2,Q12_c_g0p1p2,Q12_ctilde_g0p1p2
80,5.4911591607170775,all-gas,1150704816,270735806214214.0,1.0,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,5.196526609031055e-05,4.682291405664031e-07,7.54674022578803e-07,5.1210592067731836e-05,5.5265348790439734e-05,1.1437223815606576e-28,2.337187492040007e-54,178.67027818006534,173.39322645807388,1.7435875162227916e-05,2.1291539691380588,1.0869206346185963e-19,2.334464808475013e-19,2.5985743970738787e-20,5.197148794147758e-21,162.91598680911537,162.91598680911537,143.895761959348,162.91598680911537,349.9074595058315,349.9074595058315,309.056228839257,3.6586760043318036,3.6586760043318036,3.2315304453365723,5.875754586351318e+16,5.189768050693537e+16,38.94942268206616,7.789884536413232,38.94942268206616,7.789884536413232,34.4021293703942,6.88042587407884,2.1477785351772107,0.23907673792445078,0.047815347584890165,2.1477785351772103,0.010456124626490933,0.23907673792445078,0.04781534758489016,7.890965632459184e-09,0.010456124626490917,1.7435875162227916e-05,2.5985743970738787e-20,5.197148794147758e-21,2.1291539691380588,38.94942268206616,7.789884536413232,34.4021293703942,6.88042587407884,0.23907673792445078,0.047815347584890165,1.2583064997186762e-05,1.8753306177163487e-20,3.7506612354326975e-21,1.5365608283730703,28.10889115982375,5.6217782319647505,24.827215489995798,4.9654430979991595,0.17253611330825527,0.03450722266165106,2.8757175808324953e-09,4.285856608422575e-24,8.571713216845149e-25,0.00035116364646919386,0.006423970034652482,0.0012847940069304962,0.005673980074303043,0.0011347960148606086,3.943118266336433e-05,7.886236532672865e-06,3.001894015941469e-05,4.47390501479023e-20,8.947810029580459e-21,3.66571479751113,67.05831384188994,13.411662768377987,59.22934486039002,11.845868972078003,0.4116128512327063,0.08232257024654124,1.2585940714767604e-05,1.8757592033771925e-20,3.751518406754385e-21,1.5369119920195407,28.115315129858427,5.623063025971685,24.83288947007012,4.966577894014024,0.1725755444909188,0.03451510889818376,3.0021815876995524e-05,4.474333600451072e-20,8.948667200902144e-21,3.6660659611575994,67.06473781192459,13.412947562384918,59.23501884046433,11.847003768092865,0.4116522824153696,0.08233045648307392
80,5.4911591607170775,overdensity_lt_-1,0,0.0,0.0,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,5.4911591607170775,overdensity_lt_-0.869346733668,19925,37139683444.54578,0.00013718053760188552,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,6.417429710256883e-06,4.129363611199083e-11,3.731932641710184e-07,6.044236446085864e-06,6.521881261192571e-06,1.4123669238222454e-29,2.0001194006333365e-58,1.0026765218468423,1.0026766127849136,1.4898023203195479e-05,1.8192482419300262,9.874798930313847e-24,1.1544143774687735e-19,2.220342902357051e-20,4.440685804714102e-21,1.0626555389064691,1.0626555389064691,0.8572006676407565,1.0626555389064691,12422.985430564777,12422.985430564777,10021.113159707345,262.6771715799378,262.6771715799378,211.89090783267125,4.2185386019784847e+18,3.4029221828603663e+18,2389.374912959768,477.8749825919536,2389.374912959768,477.8749825919536,1927.4108077777216,385.48216155554434,11690.5102130731,2248.494291403747,449.69885828074933,11690.510213073101,0.0211444481721489,2248.494291403747,449.69885828074933,7.890965632459184e-09,0.021144448172148934,1.4898023203195479e-05,2.220342902357051e-20,4.440685804714102e-21,1.8192482419300262,2389.374912959768,477.8749825919536,1927.4108077777216,385.48216155554434,2248.494291403747,449.69885828074933,1.123983349748621e-05,1.6751406672843452e-20,3.3502813345686908e-21,1.3725342651837258,1802.6670933750465,360.53341867500933,1454.1376574061399,290.827531481228,1696.3795203383497,339.27590406766996,1.9094422973689623e-12,2.8457578529708298e-27,5.69151570594166e-28,2.3316848787094316e-07,0.0003062401944775519,6.124803889551038e-05,0.00024703141286472666,4.9406282572945336e-05,0.0002881838782797762,5.7636775655955245e-05,2.6137856700681716e-05,3.8954835696414e-20,7.790967139282802e-21,3.1917825071137553,4192.042006334818,838.4084012669639,3381.5484651838647,676.3096930367731,3944.8738117421003,788.9747623484203,1.123983540692851e-05,1.6751409518601312e-20,3.3502819037202625e-21,1.372534498352214,1802.6673996152417,360.5334799230484,1454.1379044375533,290.82758088751063,1696.3798085222286,339.27596170444576,2.6137858610123972e-05,3.8954838542171794e-20,7.790967708434359e-21,3.191782740282238,4192.042312575007,838.4084625150014,3381.548712215272,676.3097424430545,3944.8740999259726,788.9748199851946
80,5.4911591607170775,overdensity_lt_-0.738693467337,18962457,18932562874210.453,0.0699300293483547,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,1.1640416138804714e-05,1.3761956429949712e-10,2.575847398275166e-07,1.1382831398977198e-05,1.2281990388889651e-05,2.561839367610523e-29,6.665717075246532e-58,1.0156476919182797,1.0156478786571816,1.5771379811372032e-05,1.9258967853194853,3.4217680269462415e-23,7.967976799741255e-20,2.3505045432501536e-20,4.701009086500307e-21,1.038269483224945,1.038269483224945,0.9027968427102703,1.038269483224945,2417.7288141881622,2417.7288141881622,2102.2653321168877,74.0657812032661,74.0657812032661,64.40173240523863,1.1894804379549445e+18,1.0342779029928376e+18,713.2152496077327,142.64304992154652,713.2152496077327,142.64304992154652,620.155447041274,124.0310894082548,2328.613961260337,686.9269116842682,137.38538233685364,2328.613961260337,0.03063444533920414,686.9269116842684,137.38538233685364,7.890965632459184e-09,0.030634445339204168,1.5771379811372032e-05,2.3505045432501536e-20,4.701009086500307e-21,1.9258967853194853,713.2152496077327,142.64304992154652,620.155447041274,124.0310894082548,686.9269116842682,137.38538233685364,1.1817769297468236e-05,1.7612739504727417e-20,3.522547900945484e-21,1.4431079697434157,534.4245956985269,106.88491913970539,464.6932664964133,92.93865329928268,514.7262867040673,102.94525734081347,8.422975526859524e-12,1.2553272117188215e-26,2.510654423437643e-27,1.0285581657418877e-06,0.0003809048202933568,7.618096405867136e-05,0.00033120463876666064,6.624092775333213e-05,0.0003668650831480061,7.337301662960121e-05,2.7589149108840255e-05,4.111778493722893e-20,8.223556987445787e-21,3.369004755062899,1247.6398453062588,249.5279690612518,1084.8487135376868,216.96974270753736,1201.6531983883349,240.330639677667,1.1817777720443746e-05,1.761275205799951e-20,3.522550411599902e-21,1.4431089983015795,534.4249766033464,106.88499532066928,464.69359770105143,92.93871954021029,514.7266535691497,102.94533071382993,2.7589157531815747e-05,4.1117797490501e-20,8.223559498100199e-21,3.369005783621061,1247.6402262110778,249.5280452422155,1084.8490447423242,216.96980894846482,1201.6535652534167,240.3307130506833
80,5.4911591607170775,overdensity_lt_-0.608040201005,100965677,73897494721419.84,0.27295057774127596,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,1.571857247323165e-05,2.561112470766841e-10,2.540765733663889e-07,1.5464495899865245e-05,1.6686433168114946e-05,3.45936574564551e-29,1.240496193502661e-57,1.0365791628169767,1.0365790978273943,1.605599223522845e-05,1.9606517756071349,6.408855003782222e-23,7.859457215115956e-20,2.392922061776819e-20,4.785844123553638e-21,1.053561147912501,1.053561147912501,0.9273223409336104,1.053561147912501,1292.0277897752437,1292.0277897752437,1137.2156584737338,40.12706386195054,40.12706386195054,35.318996784367776,6.444319727806257e+17,5.672154547037503e+17,393.37599505417097,78.6751990108342,393.37599505417097,78.6751990108342,346.2412687896668,69.24825375793337,1226.3434280347508,373.37746919919744,74.6754938398395,1226.3434280347508,0.03105743094653629,373.37746919919744,74.6754938398395,7.890965632459184e-09,0.03105743094653629,1.605599223522845e-05,2.392922061776819e-20,4.785844123553638e-21,1.9606517756071349,393.37599505417097,78.6751990108342,346.2412687896668,69.24825375793337,373.37746919919744,74.6754938398395,1.2002607682653544e-05,1.7888215378963745e-20,3.577643075792749e-21,1.4656792131025638,294.0670169264999,58.81340338529998,258.83159707242066,51.76631941448414,279.1171803451149,55.82343606902299,1.4217698111310145e-11,2.1189499209889587e-26,4.237899841977917e-27,1.7361714329821242e-06,0.0003483373098328394,6.966746196656787e-05,0.00030659916629303426,6.131983325860685e-05,0.00033062846947519463,6.612569389503893e-05,2.8058599917882025e-05,4.181743599673198e-20,8.363487199346395e-21,3.426330988709702,687.4430119806716,137.4886023961343,605.0728658620882,121.01457317241761,652.4946495443131,130.4989299088626,1.2002621900351647e-05,1.788823656846294e-20,3.577647313692589e-21,1.4656809492739955,294.06736526380945,58.81347305276191,258.83190367158676,51.766380734317366,279.11751097358416,55.823502194716845,2.8058614135580177e-05,4.181745718623125e-20,8.36349143724625e-21,3.42633272488114,687.4433603179824,137.48867206359648,605.0731724612552,121.01463449225106,652.4949801727835,130.49899603455668
80,5.4911591607170775,overdensity_lt_-0.477386934673,204033212,123885972908258.9,0.45758990892485324,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,1.8911821821259684e-05,3.796596186418974e-10,2.604889972770938e-07,1.86513328239826e-05,2.012567452208773e-05,4.1621427738311507e-29,1.838915293718982e-57,1.0615190130071281,1.0615187561263841,1.619435063720915e-05,1.9775471902622577,9.525793622880253e-23,8.05781541360556e-20,2.4135424549410218e-20,4.8270849098820435e-21,1.0765133831583182,1.0765133831583182,0.9521621502902708,1.0765133831583182,910.6166347054409,910.6166347054409,805.428624071001,27.585213363782085,27.585213363782085,24.39876408746132,4.4301256450644416e+17,3.918388778303074e+17,272.75530590166073,54.55106118033215,272.75530590166073,54.55106118033215,241.24853683515406,48.249707367030815,845.8943929092986,253.3691732669781,50.673834653395616,845.8943929092987,0.030292894191094075,253.36917326697812,50.67383465339562,7.890965632459184e-09,0.030292894191094034,1.619435063720915e-05,2.4135424549410218e-20,4.8270849098820435e-21,1.9775471902622577,272.75530590166073,54.55106118033215,241.24853683515406,48.249707367030815,253.3691732669781,50.673834653395616,1.2089930820749589e-05,1.8018358356484086e-20,3.603671671296817e-21,1.476342538249417,203.62611957818893,40.725223915637784,180.10466651515685,36.02093330303137,189.15335634823452,37.830671269646906,1.8612790421885108e-11,2.77397722789341e-26,5.547954455786821e-27,2.2728710910561343e-06,0.00031348816997577814,6.269763399515564e-05,0.0002772762277594471,5.545524555188943e-05,0.00029120694166946063,5.824138833389214e-05,2.828428145795871e-05,4.2153782905894264e-20,8.430756581178853e-21,3.453889728511672,476.3814254798492,95.27628509596984,421.35320335031054,84.27064067006211,442.5225296152122,88.50450592304244,1.2089949433539984e-05,1.8018386096256324e-20,3.603677219251265e-21,1.476344811120505,203.62643306635843,40.72528661327169,180.10494379138422,36.02098875827684,189.15364755517578,37.83072951103516,2.8284300070749138e-05,4.215381064566655e-20,8.43076212913331e-21,3.4538920013827634,476.38173896801925,95.27634779360385,421.3534806265384,84.27069612530767,442.52282082215396,88.50456416443079
80,5.4911591607170775,overdensity_lt_-0.346733668342,297550970,159388166739840.8,0.5887221530414352,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,2.147147768924284e-05,5.018416551178782e-10,2.6691388706459126e-07,2.1204563802178205e-05,2.2881583022013378e-05,4.725478320907016e-29,2.4307181475863715e-57,1.0885366432912875,1.0885361057175087,1.6276424216764433e-05,1.9875694739759002,1.2611288796436312e-22,8.25655922429077e-20,2.425774379093048e-20,4.851548758186095e-21,1.1026118175898916,1.1026118175898916,0.9779397145915038,1.1026118175898916,721.8754498672944,721.8754498672944,640.2531336521629,21.34131883681408,21.34131883681408,18.928260081503026,3.4273696792426874e+17,3.0398376585918566e+17,212.08676927219267,42.41735385443853,212.08676927219267,42.41735385443853,188.10615966736,37.621231933472,654.6959123340274,192.34944328437876,38.46988865687575,654.6959123340275,0.02956371329810059,192.3494432843788,38.46988865687576,7.890965632459184e-09,0.029563713298100622,1.6276424216764433e-05,2.425774379093048e-20,4.851548758186095e-21,1.9875694739759002,212.08676927219267,42.41735385443853,188.10615966736,37.621231933472,192.34944328437876,38.46988865687575,1.2140728544012623e-05,1.8094065289386958e-20,3.6188130578773916e-21,1.4825456208651364,158.1973939250268,31.63947878500536,140.3100454721434,28.06200909442868,143.47514819024653,28.69502963804931,2.1598329997659286e-11,3.218930327802292e-26,6.4378606556045854e-27,2.6374454745404277e-06,0.00028143282393439833,5.628656478687968e-05,0.00024961126946442186,4.9922253892884385e-05,0.0002552419804002819,5.104839608005639e-05,2.841715276077709e-05,4.235180908031749e-20,8.470361816063498e-21,3.470115094841041,370.28416319721987,74.05683263944398,328.4162051395038,65.68324102790076,335.8245914746257,67.16491829492514,1.2140750142342585e-05,1.809409747869018e-20,3.618819495738036e-21,1.4825482583106064,158.19767535785024,31.639535071570048,140.31029508341243,28.06205901668249,143.4754034322265,28.6950806864453,2.8417174359107026e-05,4.2351841269620674e-20,8.470368253924135e-21,3.4701177322865084,370.284444630043,74.05688892600861,328.4164547507726,65.68329095015451,335.8248467166054,67.16496934332109
80,5.4911591607170775,overdensity_lt_-0.21608040201,376955255,184210114688463.62,0.6804054375530633,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,2.359221825942329e-05,6.213068012435503e-10,2.739297783063437e-07,2.3318288481116954e-05,2.5163545431926573e-05,5.192216884841967e-29,3.00936266878928e-57,1.1162690381915694,1.1162682004060023,1.632676339162511e-05,1.9937165616879033,1.562912993808789e-22,8.473584730853079e-20,2.4332767321292842e-20,4.866553464258569e-21,1.1299126780617048,1.1299126780617048,1.0038613359237047,1.1299126780617048,612.6003721223353,612.6003721223353,544.2596050882639,17.646889333232863,17.646889333232863,15.678229163111926,2.8340522859037414e+17,2.5178897175358477e+17,175.91447762969977,35.182895525939955,175.91447762969977,35.182895525939955,156.28972570217257,31.257945140434522,542.1661195741367,155.688559873025,31.137711974605004,542.1661195741367,0.028806527283187493,155.688559873025,31.137711974605004,7.890965632459184e-09,0.028806527283187465,1.632676339162511e-05,2.4332767321292842e-20,4.866553464258569e-21,1.9937165616879033,175.91447762969977,35.182895525939955,156.28972570217257,31.257945140434522,155.688559873025,31.137711974605004,1.2171270512140204e-05,1.813958383988938e-20,3.627916767977876e-21,1.4862752043852687,131.14067025257444,26.22813405051489,116.51081626901627,23.302163253803258,116.06265935305561,23.212531870611123,2.394800664079484e-11,3.569116912039935e-26,7.13823382407987e-27,2.9243724744400876e-06,0.00025803038712798285,5.1606077425596574e-05,0.00022924490906284182,4.5848981812568365e-05,0.0002283631223349206,4.567262446698412e-05,2.8498033903765334e-05,4.2472351161182254e-20,8.49447023223645e-21,3.479991766073174,307.0551478822744,61.41102957645489,272.8005419711891,54.560108394237815,271.7512192260808,54.35024384521616,1.2171294460146829e-05,1.8139619531058475e-20,3.6279239062116954e-21,1.4862781287577411,131.1409282829614,26.22818565659228,116.51104551392518,23.30220910278504,116.06288771617778,23.212577543235557,2.849805785177191e-05,4.2472386852351274e-20,8.494477370470254e-21,3.4799946904456402,307.05540591266083,61.411081182532165,272.8007712160975,54.56015424321949,271.7514475892025,54.350289517840494
80,5.4911591607170775,overdensity_lt_-0.0854271356784,443525163,201899351431755.84,0.7457430705416455,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,2.5382033826899895e-05,7.369869855097572e-10,2.809050429068196e-07,2.5101128783993126e-05,2.708869264186769e-05,5.586124716731578e-29,3.569674824577803e-57,1.1439509443370741,1.1439498391466085,1.6358442519383392e-05,1.9975850076349984,1.8552013020980671e-22,8.689353516480159e-20,2.4379980649874503e-20,4.8759961299749004e-21,1.1574129169430345,1.1574129169430345,1.0294723431353638,1.1574129169430345,542.1066699600067,542.1066699600067,482.1821284205567,15.228438256269744,15.228438256269744,13.545084718236154,2.4456542700502554e+17,2.1753113301495683e+17,152.1004997520985,30.420099950419697,152.1004997520985,30.420099950419697,135.28729080147232,27.057458160294466,468.3779332546433,131.41420622281217,26.28284124456243,468.3779332546434,0.028091220972051873,131.41420622281217,26.28284124456243,7.890965632459184e-09,0.02809122097205188,1.6358442519383392e-05,2.4379980649874503e-20,4.8759961299749004e-21,1.9975850076349984,152.1004997520985,30.420099950419697,135.28729080147232,27.057458160294466,131.41420622281217,26.28284124456243,1.2190017136043058e-05,1.8167523072335285e-20,3.633504614467057e-21,1.488564418337498,113.34255667566335,22.66851133513267,100.81365577466664,20.162731154933333,97.92750280947645,19.585500561895294,2.572808018600706e-11,3.834412086297534e-26,7.66882417259507e-27,3.1417433043458214e-06,0.0002392192196363961,4.7843843927279224e-05,0.0002127758961015767,4.255517922031535e-05,0.00020668442189864552,4.133688437972911e-05,2.854845965542649e-05,4.2547503722209845e-20,8.509500744441969e-21,3.4861494259725014,265.4430564277622,53.08861128555244,236.1009465761393,47.22018931522786,229.34170903228892,45.868341806457785,1.2190042864123243e-05,1.8167561416456147e-20,3.633512283291229e-21,1.488567560080802,113.34279589488298,22.668559178976594,100.81386855056274,20.162773710112546,97.92770949389835,19.58554189877967,2.8548485383506623e-05,4.254754206633063e-20,8.509508413266126e-21,3.4861525677157985,265.44329564698137,53.08865912939627,236.10115935203498,47.22023187040699,229.34191571671042,45.86838314334208
80,5.4911591607170775,overdensity_lt_0.0452261306533,497754960,214433654001936.66,0.7920402439575006,4.415947949304734,proper pMpc/h,2.011542897579332e+25,redshift_table,3.093341944509891e-13,6.3e-18,0,5995849160.0,2.6869012036188916e-05,8.451028169709274e-10,2.8655922547464337e-07,2.6582452810714357e-05,2.8688668464777096e-05,5.913383332871588e-29,4.093348498739893e-57,1.1705949745456754,1.1705936221618425,1.6379018068582844e-05,2.00009755787051,2.1285467502514104e-22,8.86425671746981e-20,2.4410645640795783e-20,4.882129128159156e-21,1.184012621158469,1.184012621158469,1.0540380233872706,1.184012621158469,493.0778160936962,493.0778160936962,438.9503602951473,13.57785670476583,13.57785670476583,12.087351931201674,2.1805744403546698e+17,1.941202595215089e+17,135.78519018158934,27.157038036317864,135.78519018158934,27.157038036317864,120.8794153935893,24.17588307871786,416.4464189674397,114.68221516822477,22.936443033644952,416.4464189674397,0.027536945004611044,114.68221516822477,22.936443033644952,7.890965632459184e-09,0.027536945004611024,1.6379018068582844e-05,2.4410645640795783e-20,4.882129128159156e-21,2.00009755787051,135.78519018158934,27.157038036317864,120.8794153935893,24.17588307871786,114.68221516822477,22.936443033644952,1.2201620785574071e-05,1.8184816696144448e-20,3.6369633392288896e-21,1.4899813794149073,101.15376831232467,20.230753662464934,90.04964651962655,18.00992930392531,85.43301524383513,17.086603048767028,2.7074295667408316e-11,4.035046757649861e-26,8.070093515299723e-27,3.306134251681231e-06,0.0002244510855802298,4.4890217116045966e-05,0.00019981204115935563,3.9962408231871126e-05,0.00018956815288051658,3.791363057610332e-05,2.8580638854156958e-05,4.2595462336940294e-20,8.519092467388058e-21,3.4900789372854226,236.93895849391436,47.38779169878286,210.92906191321617,42.18581238264323,200.11523041206019,40.02304608241204,1.220164785986975e-05,1.8184857046612044e-20,3.6369714093224085e-21,1.48998468554916,101.15399276341036,20.23079855268207,90.04984633166781,18.00996926633356,85.4332048119881,17.08664096239762,2.8580665928452532e-05,4.259550268740773e-20,8.519100537481547e-21,3.490082243419663,236.93918294499915,47.38783658899983,210.92926172525662,42.18585234505133,200.1154199802124,40.02308399604249
