snapshot,redshift,mask_name,selected_cells,volume_total,volume_fraction,lambda_mfp_input,lambda_mfp_units,lambda_mfp_cm,GammaHI_source,GammaHI_s_1,sigma_hi_cm2,photon_band_used,c_tilde_cm_s,nH_V,nH2_V,nHI_V,nHII_V,ne_V,gas_density_V_g_cm3,gas_density_squared_V_g2_cm6,C_standard_raw_volume,C_raw_volume_nH,nGamma_V,nGamma_ctilde_sigma_over_Gamma,R_rec,R_ion,R_gamma_c,R_gamma_ctilde,C5,C5_paper_actual,C5_chi_nH2,C5_neHII,C7,C7_paper_actual,C7_chi_nH2,C8,C8_corrected_actual,C8_corrected_chi_nH2,C8_paper_literal_actual,C8_paper_literal_chi_nH2,C13_c,C13_ctilde,C13_c_actual,C13_ctilde_actual,C13_c_chi_nH2,C13_ctilde_chi_nH2,Q6,Q12_c,Q12_ctilde,C7_over_C5,C8_over_C7,C13c_over_C5,C13ctilde_over_C5,nHI_mfp,nHI_mfp_over_nHI_V,recombination_rate,photoionization_rate,ionization_equilibrium_ratio,electron_density_nHII_over_ne,lambda_mfp_nHI_sigma_HI,Gamma_lambda_mfp_over_c,photon_photoionization_rate_ratio,nGamma_V_g0,R_gamma_c_g0,R_gamma_ctilde_g0,nGamma_ctilde_sigma_over_Gamma_g0,C13_c_actual_g0,C13_ctilde_actual_g0,C13_c_chi_nH2_g0,C13_ctilde_chi_nH2_g0,Q12_c_g0,Q12_ctilde_g0,photon_photoionization_rate_ratio_g0
10,6.508871321569112,all-gas,2084991,64000000003.77168,1.0,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,8.066539299016426e-05,2.2783091344274116e-07,1.7906215847044525e-08,8.064748677431721e-05,8.704193982407362e-05,1.7753513538393634e-28,1.111054694798287e-54,35.25062386318092,35.01371105235701,0.0001224029971967253,12.706128195111999,4.355719338973129e-20,3.257946041355521e-20,1.491420824932093e-21,1.491420824932093e-21,33.6710307706261,33.6710307706261,23.931055870403032,33.6710307706261,25.184910429371904,25.184910429371904,17.899704427884018,0.09073680723592879,0.09073680723592879,0.06448949003840149,2.1801666752276083e+19,1.5495127211008324e+19,1.152913504754877,1.152913504754877,1.152913504754877,1.152913504754877,0.8194117276653274,0.8194117276653274,0.7479696894620371,0.03424051709639535,0.03424051709639535,0.7479696894620371,0.0036028242979219407,0.034240517096395355,0.034240517096395355,6.451294953756693e-11,0.003602824297921941,4.355719338973129e-20,3.257946041355521e-20,0.7479696894620371,0.9265359542459569,277.56002438886236,149324.7929219962,0.045777947393860555,0.0001224029971967253,1.491420824932093e-21,1.491420824932093e-21,12.706128195111999,1.152913504754877,1.152913504754877,0.8194117276653274,0.8194117276653274,0.03424051709639535,0.03424051709639535,0.045777947393860555
10,6.508871321569112,overdensity_lt_-1,0,0.0,0.0,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,6.508871321569112,overdensity_lt_-0.492462311558,296433,24155118961.95306,0.37742373375827404,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,2.9088732664190554e-05,8.933222758839235e-10,3.418593655781557e-11,2.9088698478253636e-05,3.138687775329914e-05,6.401903339451678e-29,4.32689940136836e-57,1.0557438811059074,1.0557438567458763,0.000133024191261026,13.808668626775365,1.7762956473986467e-22,6.219959461560292e-23,1.620834894652005e-21,1.620834894652005e-21,1.0557443560156328,1.0557443560156328,0.7504851986591423,1.0557443560156328,0.36968435439253083,0.36968435439253083,0.2627933879699065,0.6976385760097327,0.6976385760097327,0.49592254254134294,1.6762418924603825e+20,1.1915713519999903e+20,9.633459917373836,9.633459917373836,9.633459917373836,9.633459917373836,6.848030054501313,6.848030054501313,0.35016465140075703,9.12480361602917,9.12480361602917,0.3501646514007571,1.8871195594850088,9.124803616029173,9.124803616029173,6.451294953756693e-11,1.8871195594849957,1.7762956473986467e-22,6.219959461560292e-23,0.35016465140075703,0.9267789777272784,0.5299081316675583,149324.7929219962,26.05860865603479,0.000133024191261026,1.620834894652005e-21,1.620834894652005e-21,13.808668626775365,9.633459917373836,9.633459917373836,6.848030054501313,6.848030054501313,9.12480361602917,9.12480361602917,26.05860865603479
10,6.508871321569112,overdensity_lt_0.0150753768844,852989,47754034390.8161,0.7461567873125287,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,4.2896474068868096e-05,2.122689532280648e-09,7.938425181420221e-11,4.2896394684616014e-05,4.628714853427692e-05,9.440739109977062e-29,1.028147303653612e-56,1.1535683934280232,1.1535682272111114,0.0001292787635516676,13.419871900301855,4.220984695225383e-22,1.444356591885602e-22,1.5751986846575954e-21,1.5751986846575954e-21,1.153582024512762,1.153582024512762,0.8200627125120207,1.153582024512762,0.3947381764426839,0.3947381764426839,0.28061295410905984,0.3207906288138868,0.3207906288138868,0.22804484434010228,7.707754548238226e+19,5.479317437244948e+19,4.3049691454996415,4.3049691454996415,4.3049691454996415,4.3049691454996415,3.0603325985684484,3.0603325985684484,0.3421847498095416,3.7318275198661586,3.7318275198661586,0.34218474980954156,0.812666845919996,3.7318275198661577,3.7318275198661577,6.451294953756693e-11,0.8126668459200024,4.220984695225383e-22,1.444356591885602e-22,0.3421847498095416,0.9267452423181791,1.2305165456429095,149324.7929219962,10.905884969868692,0.0001292787635516676,1.5751986846575954e-21,1.5751986846575954e-21,13.419871900301855,4.3049691454996415,4.3049691454996415,3.0603325985684484,3.0603325985684484,3.7318275198661586,3.7318275198661586,10.905884969868692
10,6.508871321569112,overdensity_lt_0.522613065327,1165689,55580285249.70137,0.8684419569754044,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,5.070369419815136e-05,3.2042560617223394e-09,1.2451919800999194e-10,5.070356967895365e-05,5.4713636271869843e-05,1.1158970868287253e-28,1.5520171331030603e-56,1.2463735488420475,1.246372934252215,0.00012603950012999074,13.083617909499543,6.372058532307207e-22,2.265564269383979e-22,1.5357298396523943e-21,1.5357298396523943e-21,1.2464118350458437,1.2464118350458437,0.8860883605389523,1.2464118350458437,0.4431575924954232,0.4431575924954232,0.31504577664750416,0.22959835799418735,0.22959835799418735,0.16322408605019556,5.516644281789311e+19,3.921845211897787e+19,3.003977188644437,3.003977188644437,3.003977188644437,3.003977188644437,2.135561575508033,2.135561575508033,0.35554668211179463,2.410100020057936,2.410100020057936,0.35554668211179463,0.5180964105823338,2.410100020057936,2.410100020057936,6.451294953756693e-11,0.5180964105823276,6.372058532307207e-22,2.265564269383979e-22,0.35554668211179463,0.9267080957114541,1.9301426907706707,149324.7929219962,6.778575476342451,0.00012603950012999074,1.5357298396523943e-21,1.5357298396523943e-21,13.083617909499543,3.003977188644437,3.003977188644437,2.135561575508033,2.135561575508033,2.410100020057936,2.410100020057936,6.778575476342451
10,6.508871321569112,overdensity_lt_1.03015075377,1351859,58895826920.74663,0.9202472955824336,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,5.5716128557524265e-05,4.130785970862682e-09,1.5861948709702326e-10,5.571596993803744e-05,6.012497355151902e-05,1.2262122535410269e-28,2.0007951418196272e-56,1.3306729259807568,1.330671421670047,0.0001244853022873271,12.922283322261356,8.215155575333539e-22,2.886001902824614e-22,1.5167926969214229e-21,1.5167926969214229e-21,1.3307519806085881,1.3307519806085881,0.9460855496490804,1.3307519806085881,0.46749604593679056,0.46749604593679056,0.33236189765173874,0.1901377275421689,0.1901377275421689,0.13517662125777416,4.568509185176643e+19,3.2479384487243518e+19,2.457013585550843,2.457013585550843,2.457013585550843,2.457013585550843,1.7467905984389749,1.7467905984389749,0.3513021605445909,1.8463347200333944,1.8463347200333944,0.3513021605445909,0.40671515661947893,1.8463347200333946,1.8463347200333946,6.451294953756693e-11,0.40671515661947705,8.215155575333539e-22,2.886001902824614e-22,0.3513021605445909,0.9266693463124162,2.458723221214007,149324.7929219962,5.255688485294808,0.0001244853022873271,1.5167926969214229e-21,1.5167926969214229e-21,12.922283322261356,2.457013585550843,2.457013585550843,1.7467905984389749,1.7467905984389749,1.8463347200333944,1.8463347200333944,5.255688485294808
10,6.508871321569112,overdensity_lt_1.53768844221,1473057,60576895815.05316,0.9465139970544252,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,5.918761075824071e-05,4.927164446941042e-09,1.8381413794132496e-10,5.918742694410305e-05,6.387355826826746e-05,1.30261390736462e-28,2.3865344193440126e-56,1.40648880929284,1.4064860830541046,0.00012377861508867442,12.848925166451705,9.799662524782774e-22,3.344405921198378e-22,1.5081820580570034e-21,1.5081820580570034e-21,1.406618975344247,1.406618975344247,1.0000598282493316,1.406618975344247,0.480047636141998,0.480047636141998,0.3412980806932263,0.1684815394120694,0.1684815394120694,0.11978483322136439,4.048167979529643e+19,2.878114290575439e+19,2.164806691834263,2.164806691834263,2.164806691834263,2.164806691834263,1.539106358137209,1.539106358137209,0.34127766264813414,1.5390142816070442,1.5390142816070442,0.3412776626481341,0.3509683763180381,1.5390142816070442,1.5390142816070442,6.451294953756693e-11,0.35096837631803934,9.799662524782774e-22,3.344405921198378e-22,0.34127766264813414,0.9266342528706046,2.849259555777821,149324.7929219962,4.509566403101532,0.00012377861508867442,1.5081820580570034e-21,1.5081820580570034e-21,12.848925166451705,2.164806691834263,2.164806691834263,1.539106358137209,1.539106358137209,1.5390142816070442,1.5390142816070442,4.509566403101532
10,6.508871321569112,overdensity_lt_2.04522613065,1557617,61538368078.62596,0.9615370011718648,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,6.172808128552253e-05,5.620854332652182e-09,2.0382101171378368e-10,6.172787746451168e-05,6.661746470739411e-05,1.3585257102543045e-28,2.7225367997641385e-56,1.4751562881992704,1.4751520079333669,0.00012339480517763288,12.809083511884943,1.1180145247420341e-21,3.7084209412543573e-22,1.5035055214749565e-21,1.5035055214749565e-21,1.4753461373609766,1.4753461373609766,1.0489586544477731,1.4753461373609766,0.4893679277244252,0.4893679277244252,0.3479364672441686,0.1548935910048484,0.1548935910048484,0.11012803618658597,3.721685340294734e+19,2.646086872750181e+19,1.9840449426368536,1.9840449426368536,1.9840449426368536,1.9840449426368536,1.4106392125138667,1.4106392125138667,0.3316970271124181,1.3447996320279192,1.3447996320279192,0.3316970271124181,0.3165176592693927,1.3447996320279194,1.3447996320279194,6.451294953756693e-11,0.3165176592693959,1.1180145247420341e-21,3.7084209412543573e-22,0.3316970271124181,0.9266020214915247,3.1593813827268185,149324.7929219962,4.054301130567994,0.00012339480517763288,1.5035055214749565e-21,1.5035055214749565e-21,12.809083511884943,1.9840449426368536,1.9840449426368536,1.4106392125138667,1.4106392125138667,1.3447996320279192,1.3447996320279192,4.054301130567994
10,6.508871321569112,overdensity_lt_2.5527638191,1620796,62147154710.048454,0.9710492922872807,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,6.369618411991384e-05,6.242843163202852e-09,2.2066477287718906e-10,6.369596345514145e-05,6.874365537169878e-05,1.4018407430931533e-28,3.0238112390851295e-56,1.538711928581505,1.5387058084883096,0.00012315475332794944,12.784164762790512,1.2418198675077039e-21,4.0148847160273637e-22,1.5005806067597886e-21,1.5005806067597886e-21,1.5389694320025968,1.5389694320025968,1.0942290815366507,1.5389694320025968,0.4975588660359557,0.4975588660359557,0.35377140680726826,0.14546494938007618,0.14546494938007618,0.10342764102131144,3.4951398965086888e+19,2.4850940111410565e+19,1.8596478800858751,1.8596478800858751,1.8596478800858751,1.8596478800858751,1.322236003843196,1.322236003843196,0.3233065294796032,1.2083722011723084,1.2083722011723084,0.3233065294796032,0.2923572652598743,1.2083722011723084,1.2083722011723084,6.451294953756693e-11,0.29235726525987726,1.2418198675077039e-21,4.0148847160273637e-22,0.3233065294796032,0.9265722503514786,3.4204725478981923,149324.7929219962,3.7375434486810835,0.00012315475332794944,1.5005806067597886e-21,1.5005806067597886e-21,12.784164762790512,1.8596478800858751,1.8596478800858751,1.322236003843196,1.322236003843196,1.2083722011723084,1.2083722011723084,3.7375434486810835
10,6.508871321569112,overdensity_lt_3.06030150754,1669084,62550846438.22354,0.9773569755396447,540.6194929445014,proper pMpc/h,2.460438716070912e+27,redshift_table,1.819449776091722e-12,6.3e-18,0,29979245800.0,6.524352373174218e-05,6.7977241899755426e-09,2.3518719697949776e-10,6.524328854454631e-05,7.041540137899986e-05,1.435895439674197e-28,3.292581165338747e-56,1.5969483026359195,1.5969404517308665,0.00012298997553180133,12.767059889139412,1.3522758330006234e-21,4.279112928839894e-22,1.4985728696758124e-21,1.4985728696758124e-21,1.5972676905321497,1.5972676905321497,1.135708691851486,1.5972676905321497,0.5054359960133377,0.5054359960133377,0.359381246643583,0.1386434607157661,0.1386434607157661,0.09857995897406924,3.331237476813643e+19,2.368616969756778e+19,1.7700693661957334,1.7700693661957334,1.7700693661957334,1.7700693661957334,1.258576240090848,1.258576240090848,0.31643787638686,1.1081857954605046,1.1081857954605046,0.31643787638685994,0.2743046831039464,1.1081857954605046,1.1081857954605046,6.451294953756693e-11,0.274304683103948,1.3522758330006234e-21,4.279112928839894e-22,0.31643787638686,0.9265485570888753,3.6455812153270784,149324.7929219962,3.5020643170594914,0.00012298997553180133,1.4985728696758124e-21,1.4985728696758124e-21,12.767059889139412,1.7700693661957334,1.7700693661957334,1.258576240090848,1.258576240090848,1.1081857954605046,1.1081857954605046,3.5020643170594914
