mask_name,overdensity_threshold,selected_volume,volume_fraction,nHII_V,ne_V,electron_density_nHII_over_ne
all-gas,,270735806473022.28,1.0,4.0024205721026194e-05,4.303840730840263e-05,0.9299648435924357
overdensity_lt_-1,-1.0,0.0,0.0,,,
overdensity_lt_-0.869346733668,-0.8693467336683417,0.0,0.0,,,
overdensity_lt_-0.738693467337,-0.7386934673366834,1921077882164.7612,0.007095765821268229,2.3811926845129486e-06,2.5693068859563595e-06,0.9267840667568249
overdensity_lt_-0.608040201005,-0.6080402010050251,29275718179207.82,0.10813389835867546,5.182570187855599e-06,5.590987836613467e-06,0.9269507177097971
overdensity_lt_-0.477386934673,-0.4773869346733668,78324689334312.31,0.2893030307098188,7.962730234315129e-06,8.589151612387597e-06,0.9270683058884396
overdensity_lt_-0.346733668342,-0.3467336683417085,122380118273272.95,0.45202782693418,1.0534240235839776e-05,1.1361870750989943e-05,0.9271571967954259
overdensity_lt_-0.21608040201,-0.2160804020100502,156982997093391.06,0.579838327033531,1.2858831151728959e-05,1.3868044259171526e-05,0.9272274382326742
overdensity_lt_-0.0854271356784,-0.08542713567839189,183705478184437.12,0.6785414924521357,1.4947842382204177e-05,1.612002068360966e-05,0.9272843177802299
overdensity_lt_0.0452261306533,0.045226130653266416,201807043138390.16,0.7454021164300608,1.6690372652235758e-05,1.7998413243974667e-05,0.9273246716803326
overdensity_lt_0.175879396985,0.1758793969849246,214844621229623.9,0.7935582072740434,1.821098548219367e-05,1.963754905958444e-05,0.9273553143998633
overdensity_lt_0.306532663317,0.306532663316583,224772056294310.0,0.8302265563705834,1.955876717678999e-05,2.109034568658994e-05,0.9273801135097663
overdensity_lt_0.437185929648,0.43718592964824143,232451684560219.2,0.8585923213794849,2.0760408821312396e-05,2.238559939582475e-05,0.9274001760785786
overdensity_lt_0.56783919598,0.5678391959798996,238471608385436.75,0.8808277393821548,2.1834109132644936e-05,2.3542947655546672e-05,0.9274161184952923
overdensity_lt_0.698492462312,0.6984924623115578,243260008042413.12,0.8985143532045252,2.2797657603820948e-05,2.458157040017997e-05,0.9274288514802959
overdensity_lt_0.829145728643,0.8291457286432162,247118295942038.4,0.9127654711112723,2.3665485646380408e-05,2.5517029311200348e-05,0.9274389019882017
overdensity_lt_0.959798994975,0.9597989949748746,250251015157714.38,0.9243366011235417,2.4450047038861777e-05,2.636275331723983e-05,0.9274466420346449
overdensity_lt_1.09045226131,1.0904522613065328,252813639913773.0,0.9338020087083119,2.5160526413625292e-05,2.712864165376296e-05,0.9274524959540437
overdensity_lt_1.22110552764,1.221105527638191,254931438217878.3,0.9416243885098412,2.580647556476773e-05,2.7824993760818535e-05,0.9274566523391945
overdensity_lt_1.35175879397,1.3517587939698492,256699553157907.9,0.9481551646309,2.63953594232527e-05,2.845985306779421e-05,0.9274594412127258
overdensity_lt_1.4824120603,1.4824120603015079,258189290363357.78,0.9536577142376818,2.6934468358875903e-05,2.9041075504974985e-05,0.9274611181070687
overdensity_lt_1.61306532663,1.613065326633166,259454750943317.22,0.9583318672300216,2.7430198750762813e-05,2.9575555804295018e-05,0.9274618178698555
overdensity_lt_1.74371859296,1.7437185929648242,260538148883054.3,0.9623335467782532,2.788731826894069e-05,3.0068421402935164e-05,0.9274620005897096
overdensity_lt_1.8743718593,1.8743718592964829,261471763674404.88,0.9657819816325606,2.8309321335411014e-05,3.052344457151389e-05,0.9274615539895777
overdensity_lt_2.00502512563,2.005025125628141,262282124066047.72,0.9687751593810073,2.8700609917629503e-05,3.094537238928996e-05,0.9274604796018755
overdensity_lt_2.13567839196,2.1356783919597992,262989833163477.12,0.97138918043219,2.9064202956489158e-05,3.1337446460025527e-05,0.9274591978502094
overdensity_lt_2.26633165829,2.2663316582914574,263611696628380.03,0.9736861188128356,2.9403327100821902e-05,3.1703148276034894e-05,0.9274576406359151
overdensity_lt_2.39698492462,2.3969849246231156,264161106797120.28,0.9757154409623422,2.9720619881392632e-05,3.204531846356625e-05,0.9274559063965405
overdensity_lt_2.52763819095,2.5276381909547743,264647832148742.84,0.9775132281038487,3.001713253871923e-05,3.236509373678219e-05,0.9274539039757344
overdensity_lt_2.65829145729,2.6582914572864325,265081988849943.38,0.9791168456927315,3.0295466016773e-05,3.266527112041879e-05,0.9274518464913506
overdensity_lt_2.78894472362,2.7889447236180906,265470729270649.5,0.9805527119926879,3.055726380452537e-05,3.294762285107841e-05,0.9274497265748931
overdensity_lt_2.91959798995,2.9195979899497493,265820068064651.12,0.9818430429561189,3.0804080404315643e-05,3.321382521112259e-05,0.9274475375392782
overdensity_lt_3.05025125628,3.050251256281407,266135070801163.97,0.9830065489607975,3.103709061182689e-05,3.346514192589737e-05,0.9274453603260678
overdensity_lt_3.18090452261,3.1809045226130657,266419718248406.12,0.9840579335225603,3.125733190292164e-05,3.370269108145109e-05,0.9274432070537151
overdensity_lt_3.31155778894,3.3115577889447243,266678566081140.66,0.9850140236537722,3.146602994214698e-05,3.392779505320846e-05,0.9274410521756357
overdensity_lt_3.44221105528,3.442211055276382,266914115557694.97,0.9858840580966591,3.166417159266427e-05,3.414151614135622e-05,0.9274389415386537
overdensity_lt_3.57286432161,3.5728643216080407,267129182681334.8,0.9866784381472391,3.185203168653068e-05,3.4344150868329347e-05,0.9274368671581631
overdensity_lt_3.70351758794,3.7035175879396984,267326122789861.75,0.9874058635701728,3.203102661910707e-05,3.453722489125115e-05,0.927434868318591
overdensity_lt_3.83417085427,3.834170854271357,267506871040215.44,0.9880734821342201,3.2201182912162114e-05,3.472077139664372e-05,0.9274328195160675
overdensity_lt_3.9648241206,3.9648241206030157,267673337364658.0,0.9886883484373189,3.236371620967993e-05,3.489609262875033e-05,0.9274309463236575
overdensity_lt_4.09547738693,4.0954773869346734,267826875131417.2,0.9892554613314698,3.251887705413339e-05,3.506346186273934e-05,0.92742916205573
overdensity_lt_4.22613065327,4.226130653266332,267968801016653.8,0.9897796841414688,3.2667259219834655e-05,3.522352301871292e-05,0.9274273672874739
overdensity_lt_4.3567839196,4.356783919597991,268100410161879.5,0.9902658006509184,3.280924310056217e-05,3.5376682175116656e-05,0.927425668075782
overdensity_lt_4.48743718593,4.4874371859296485,268222538928504.16,0.9907169000759101,3.2945499235686445e-05,3.552366404481338e-05,0.9274240178075506
overdensity_lt_4.61809045226,4.618090452261307,268336162281669.5,0.9911365835845142,3.3076243743668674e-05,3.56647001037253e-05,0.9274224554663716
overdensity_lt_4.74874371859,4.748743718592966,268442056059562.78,0.991527716841961,3.320169925760775e-05,3.58000302527217e-05,0.9274209832569511
overdensity_lt_4.87939698492,4.8793969849246235,268540818198246.16,0.9918925084074727,3.332208395750292e-05,3.592988954379202e-05,0.9274196046967899
overdensity_lt_5.01005025126,5.010050251256282,268633237659029.7,0.9922338724183419,3.3438090083289035e-05,3.605502737721652e-05,0.927418241385634
overdensity_lt_5.14070351759,5.14070351758794,268719741006718.06,0.9925533844504417,3.354969676569312e-05,3.6175415066701846e-05,0.9274170511612014
overdensity_lt_5.27135678392,5.2713567839195985,268800797659483.53,0.9928527783644623,3.365702227886195e-05,3.629118668987313e-05,0.9274158645314778
overdensity_lt_5.40201005025,5.402010050251257,268876945400706.0,0.9931340405374067,3.3760712452167176e-05,3.640303509610814e-05,0.9274147708572944
overdensity_lt_5.53266331658,5.532663316582915,268948538139538.0,0.9933984781814873,3.386080290662826e-05,3.651099744683787e-05,0.9274138006208007
overdensity_lt_5.66331658291,5.6633165829145735,269015928485836.56,0.9936473937097896,3.395743180385229e-05,3.661523090739602e-05,0.9274127449785692
overdensity_lt_5.79396984925,5.793969849246231,269079488051710.9,0.9938821597228351,3.4050814556921704e-05,3.671595702439576e-05,0.927411875286181
overdensity_lt_5.92462311558,5.92462311557789,269139484096954.5,0.9941037633814911,3.4141208820603533e-05,3.68134560769806e-05,0.9274111278552839
overdensity_lt_6.05527638191,6.0552763819095485,269196086125659.78,0.9943128307724751,3.4228569880994796e-05,3.6907687907132554e-05,0.927410299098687
overdensity_lt_6.18592964824,6.185929648241206,269249598300465.75,0.9945104853623984,3.431297571886957e-05,3.699873094593616e-05,0.9274095311271323
overdensity_lt_6.31658291457,6.316582914572865,269300405960550.2,0.9946981504546015,3.439490156984735e-05,3.708709533356385e-05,0.9274088806496512
overdensity_lt_6.4472361809,6.4472361809045236,269348524271601.5,0.9948758820656439,3.447438750931821e-05,3.717282835799237e-05,0.9274082450039349
overdensity_lt_6.57788944724,6.577889447236181,269394223570239.06,0.995044678721073,3.4551366925935655e-05,3.725585994984911e-05,0.927407580242302
overdensity_lt_6.70854271357,6.70854271356784,269437615452934.72,0.9952049526178322,3.46260586824717e-05,3.733641484601028e-05,0.9274071660410586
overdensity_lt_6.8391959799,6.839195979899499,269478878063411.38,0.9953573617543043,3.469852622094147e-05,3.74145727035073e-05,0.9274067218650548
overdensity_lt_6.96984924623,6.969849246231156,269518175678853.34,0.9955025129109021,3.476906825096128e-05,3.7490652865487856e-05,0.9274063158011329
overdensity_lt_7.10050251256,7.100502512562814,269555596220524.72,0.995640730836927,3.483773044839886e-05,3.756470183405925e-05,0.9274060154208947
overdensity_lt_7.23115577889,7.231155778894474,269591225473281.34,0.9957723323905625,3.4904386094669775e-05,3.763658500613613e-05,0.9274057699171988
overdensity_lt_7.36180904523,7.361809045226131,269625245936257.9,0.9958979916575053,3.4969335848625586e-05,3.7706627448927865e-05,0.9274055574445147
