mask_name,overdensity_threshold,selected_volume,volume_fraction,nHII_V,ne_V,electron_density_nHII_over_ne
all-gas,,270735806613055.97,1.0,2.3007441235229894e-05,2.469093955186736e-05,0.9318171626032699
overdensity_lt_-1,-1.0,0.0,0.0,,,
overdensity_lt_-0.869346733668,-0.8693467336683417,0.0,0.0,,,
overdensity_lt_-0.738693467337,-0.7386934673366834,501950140216.60974,0.0018540219947116654,5.241137822499708e-07,5.65511592066057e-07,0.9267958245297109
overdensity_lt_-0.608040201005,-0.6080402010050251,17360334694709.371,0.06412278786426392,1.6217413587303865e-06,1.7493026599552951e-06,0.9270787702179745
overdensity_lt_-0.477386934673,-0.4773869346733668,61105518277937.625,0.2257016500417011,2.932670658826849e-06,3.16264563232578e-06,0.927283989344766
overdensity_lt_-0.346733668342,-0.3467336683417085,106705543128019.81,0.3941316239729113,4.2919589490856535e-06,4.62769299184565e-06,0.9274510985599983
overdensity_lt_-0.21608040201,-0.2160804020100502,144995407141881.8,0.5355605117616147,5.625644421606818e-06,6.064787440485589e-06,0.9275913586109771
overdensity_lt_-0.0854271356784,-0.08542713567839189,175885566281245.16,0.6496575701662776,6.911103581579302e-06,7.449636531747211e-06,0.9277101711106429
overdensity_lt_0.0452261306533,0.045226130653266416,196575872158491.8,0.726080065351105,8.007815801773718e-06,8.630958369942525e-06,0.9278014628898092
overdensity_lt_0.175879396985,0.1758793969849246,211525884754316.2,0.7812999964819414,8.993319942824975e-06,9.692336242987373e-06,0.927879483063936
overdensity_lt_0.306532663317,0.306532663316583,222865413833107.9,0.8231841093396046,9.883829115807232e-06,1.0651293097353595e-05,0.9279464028891435
overdensity_lt_0.437185929648,0.43718592964824143,231562885904714.3,0.8553094206547683,1.0686994223780551e-05,1.1516120064764403e-05,0.928003022170574
overdensity_lt_0.56783919598,0.5678391959798996,238307326125566.3,0.8802209397671678,1.1409995875224239e-05,1.2294567211459345e-05,0.9280518524140787
overdensity_lt_0.698492462312,0.6984924623115578,243610591588016.38,0.8998092813640725,1.2062829478163365e-05,1.2997413776362304e-05,0.9280945952572028
overdensity_lt_0.829145728643,0.8291457286432162,247834834721241.5,0.9154121053350537,1.2654414377998602e-05,1.3634277845439763e-05,0.9281323529893521
overdensity_lt_0.959798994975,0.9597989949748746,251210564234500.7,0.9278808273540952,1.3190705462709658e-05,1.421158951478658e-05,0.9281653856512859
overdensity_lt_1.09045226131,1.0904522613065328,253931237885325.44,0.9379300103006022,1.3676207941252881e-05,1.4734198970160343e-05,0.9281948729584756
overdensity_lt_1.22110552764,1.221105527638191,256148504100174.03,0.9461197885297434,1.4117454456628888e-05,1.5209152102997558e-05,0.9282210054199203
overdensity_lt_1.35175879397,1.3517587939698492,257972682010583.94,0.9528576409521128,1.4520080351872196e-05,1.5642520878542383e-05,0.9282442685942076
overdensity_lt_1.4824120603,1.4824120603015079,259488691636554.12,0.9584572313606948,1.4887455423093174e-05,1.6037939606629497e-05,0.9282648387663989
overdensity_lt_1.61306532663,1.613065326633166,260759994621787.72,0.9631529640793839,1.5224436103379693e-05,1.6400637738276646e-05,0.9282831769308657
overdensity_lt_1.74371859296,1.7437185929648242,261834125340115.6,0.9671204138665598,1.553454420416699e-05,1.6734404952264425e-05,0.9282997661691536
overdensity_lt_1.8743718593,1.8743718592964829,262749694801319.75,0.970502195806149,1.5820781029419542e-05,1.7042480567069114e-05,0.9283144532369166
overdensity_lt_2.00502512563,2.005025125628141,263535410311968.9,0.973404344289863,1.6085368255985306e-05,1.7327246635186065e-05,0.9283280024029379
overdensity_lt_2.13567839196,2.1356783919597992,264213491860979.3,0.9759089319079299,1.6330638668557274e-05,1.7591222971745147e-05,0.9283401554734079
overdensity_lt_2.26633165829,2.2663316582914574,264802548273904.97,0.9780846929212027,1.6558730575644502e-05,1.783671057882451e-05,0.9283511386512484
overdensity_lt_2.39698492462,2.3969849246231156,265316835396753.9,0.9799842832608875,1.6771050320212538e-05,1.8065224300068574e-05,0.9283610345291354
overdensity_lt_2.52763819095,2.5276381909547743,265768706834519.6,0.9816533326689384,1.6968982310461933e-05,1.827825124999461e-05,0.928370120225092
overdensity_lt_2.65829145729,2.6582914572864325,266167224358428.0,0.9831253120457851,1.715434606537447e-05,1.847774727854593e-05,0.9283786495603806
overdensity_lt_2.78894472362,2.7889447236180906,266520521855564.03,0.9844302650239517,1.7327883900499138e-05,1.866452044715137e-05,0.928386236847771
overdensity_lt_2.91959798995,2.9195979899497493,266835007234220.1,0.9855918600955099,1.7490704200060792e-05,1.883975641650192e-05,0.9283933302205818
overdensity_lt_3.05025125628,3.050251256281407,267116185366226.06,0.9866304302629494,1.7644263055790223e-05,1.90050265111269e-05,0.9283998128316218
overdensity_lt_3.18090452261,3.1809045226130657,267368469845472.62,0.9875622777433498,1.778895561333698e-05,1.916075158313501e-05,0.9284059414973335
overdensity_lt_3.31155778894,3.3115577889447243,267595713238709.9,0.9884016325227568,1.7925586261747846e-05,1.9307804344124986e-05,0.9284114310596003
overdensity_lt_3.44221105528,3.442211055276382,267800853878965.44,0.9891593477390109,1.805502867705106e-05,1.944711978029793e-05,0.9284165923296667
overdensity_lt_3.57286432161,3.5728643216080407,267986875420480.66,0.9898464439300998,1.8177566927949768e-05,1.9579004333988284e-05,0.9284214160162536
overdensity_lt_3.70351758794,3.7035175879396984,268155635233965.56,0.9904697815506242,1.8293458006846752e-05,1.970372944125321e-05,0.9284261673095344
overdensity_lt_3.83417085427,3.834170854271357,268309579834259.22,0.9910383971401892,1.840403667796725e-05,1.982273887065921e-05,0.9284305664343959
overdensity_lt_3.9648241206,3.9648241206030157,268450227209741.53,0.9915578975980038,1.8508938833220627e-05,1.99356387654334e-05,0.9284347018422834
overdensity_lt_4.09547738693,4.0954773869346734,268579073695537.4,0.9920338098439966,1.860865151873392e-05,2.0042948071489698e-05,0.9284388430464474
overdensity_lt_4.22613065327,4.226130653266332,268697509483041.16,0.9924712687416039,1.870414936218623e-05,2.0145722682007035e-05,0.9284427100196145
overdensity_lt_4.3567839196,4.356783919597991,268806493800195.16,0.99287381733138,1.8795200081712644e-05,2.024371373310509e-05,0.9284462490188422
overdensity_lt_4.48743718593,4.4874371859296485,268907019488015.94,0.9932451228083997,1.888185949574429e-05,2.033697726766825e-05,0.9284496534183911
overdensity_lt_4.61809045226,4.618090452261307,268999910774524.16,0.9935882295724082,1.8965045830884727e-05,2.0426502295794724e-05,0.9284529263137296
overdensity_lt_4.74874371859,4.748743718592966,269085935702490.53,0.9939059744951894,1.9044585627319654e-05,2.0512099966936465e-05,0.9284561628510829
overdensity_lt_4.87939698492,4.8793969849246235,269165776392677.0,0.9942008770837508,1.912097293918857e-05,2.0594305327729984e-05,0.92845923350677
overdensity_lt_5.01005025126,5.010050251256282,269239761781357.44,0.9944741523095365,1.9194222117827108e-05,2.067313555496257e-05,0.9284620645376435
overdensity_lt_5.14070351759,5.14070351758794,269308752448600.16,0.9947289788435876,1.926458417856117e-05,2.0748856627728254e-05,0.9284648558810928
overdensity_lt_5.27135678392,5.2713567839195985,269373106988152.06,0.9949666812013104,1.933208840467775e-05,2.0821497984601e-05,0.9284677028989569
overdensity_lt_5.40201005025,5.402010050251257,269433206641300.22,0.9951886675499209,1.9397160642925822e-05,2.0891525200769136e-05,0.928470298674589
overdensity_lt_5.53266331658,5.532663316582915,269489398888229.44,0.9953962213553528,1.9459616510469775e-05,2.0958734007089977e-05,0.9284728984053581
overdensity_lt_5.66331658291,5.6633165829145735,269541993871529.16,0.9955904881719874,1.951989178019291e-05,2.1023591646824786e-05,0.9284755958024432
overdensity_lt_5.79396984925,5.793969849246231,269591362854744.2,0.995772839312875,1.957798810266407e-05,2.108610652421776e-05,0.9284780990828445
overdensity_lt_5.92462311558,5.92462311557789,269637752537820.5,0.9959441859982531,1.9634033144745048e-05,2.1146416484180186e-05,0.9284803956941563
overdensity_lt_6.05527638191,6.0552763819095485,269681312112854.72,0.9961050792896842,1.968812579644534e-05,2.120462001034901e-05,0.9284828394395402
overdensity_lt_6.18592964824,6.185929648241206,269722377526990.38,0.996256760054225,1.9740391461673912e-05,2.126085822234505e-05,0.9284851653319838
overdensity_lt_6.31658291457,6.316582914572865,269761110863393.0,0.9963998269683773,1.979098195557217e-05,2.131529362829375e-05,0.9284874185032
overdensity_lt_6.4472361809,6.4472361809045236,269797631722246.0,0.996534721791895,1.9839794356915946e-05,2.136781461109078e-05,0.9284896334985175
overdensity_lt_6.57788944724,6.577889447236181,269832109700778.6,0.9966620709555092,1.9887202039290518e-05,2.1418819764881123e-05,0.9284919644311174
overdensity_lt_6.70854271357,6.70854271356784,269864727197135.38,0.9967825481718953,1.9933060080876957e-05,2.1468157531587298e-05,0.9284942152836513
overdensity_lt_6.8391959799,6.839195979899499,269895575539760.84,0.9968964907752449,1.99774351884127e-05,2.1515900120428033e-05,0.9284963713623743
overdensity_lt_6.96984924623,6.969849246231156,269924836711699.1,0.9970045709450027,2.002064492116378e-05,2.1562385005520518e-05,0.9284986292582191
overdensity_lt_7.10050251256,7.100502512562814,269952569936381.44,0.9971070074310712,2.0062571517127174e-05,2.1607491552534714e-05,0.92850072246233
overdensity_lt_7.23115577889,7.231155778894474,269978923525055.16,0.9972043480414744,2.0103175801702057e-05,2.165117271594282e-05,0.9285028605817321
overdensity_lt_7.36180904523,7.361809045226131,270003965477174.25,0.9972968439415637,2.0142670903043452e-05,2.169365516472694e-05,0.9285051666071779
overdensity_lt_7.49246231156,7.492462311557789,270027781504444.62,0.9973848117193331,2.018092965051607e-05,2.173481586293092e-05,0.92850704500032
overdensity_lt_7.62311557789,7.623115577889449,270050437471892.0,0.9974684946563293,2.021803555305517e-05,2.1774730870442507e-05,0.9285090903465343
overdensity_lt_7.75376884422,7.753768844221106,270072092650702.56,0.9975484810426203,2.0254296520797258e-05,2.181373957628296e-05,0.9285109712604614
overdensity_lt_7.88442211055,7.884422110552764,270092674860388.03,0.9976245042696287,2.0289351966581773e-05,2.1851448120823233e-05,0.9285129230061019
overdensity_lt_8.01507537688,8.015075376884424,270112308924997.22,0.9976970253921755,2.0323533498437527e-05,2.1888215001350746e-05,0.9285148879058132
overdensity_lt_8.14572864322,8.145728643216081,270131064335534.3,0.9977663010848581,2.0356881136428337e-05,2.1924086046816914e-05,0.9285167506165615
overdensity_lt_8.27638190955,8.27638190954774,270148928174016.4,0.9978322836333269,2.0389120930825762e-05,2.195876025509071e-05,0.9285187639907377
overdensity_lt_8.40703517588,8.407035175879397,270166079921039.44,0.9978956359738895,2.0420705101855335e-05,2.199272907847712e-05,0.9285207410589064
overdensity_lt_8.53768844221,8.537688442211056,270182464349544.25,0.9979561541177944,2.0451472611229917e-05,2.2025819825369348e-05,0.92852265084244
overdensity_lt_8.66834170854,8.668341708542714,270198177586179.78,0.9980141931220624,2.0481582319653607e-05,2.2058203864142355e-05,0.928524482129223
overdensity_lt_8.79899497487,8.798994974874372,270213164043732.16,0.9980695476676612,2.0510701623451943e-05,2.2089523378260847e-05,0.9285262190689599
overdensity_lt_8.92964824121,8.929648241206031,270227553637296.2,0.9981226976138912,2.053936450196588e-05,2.212034817426668e-05,0.9285280837423704
overdensity_lt_9.06030150754,9.06030150753769,270241350791592.56,0.998173659304068,2.056716590268827e-05,2.2150245708859234e-05,0.9285299212036373
overdensity_lt_9.19095477387,9.190954773869347,270254612005192.84,0.9982226414234492,2.0594442233372406e-05,2.217958118007354e-05,0.9285316105010474
overdensity_lt_9.3216080402,9.321608040201006,270267327734563.75,0.9982696087216798,2.0621049971174074e-05,2.2208192678474092e-05,0.9285334592382927
overdensity_lt_9.45226130653,9.452261306532664,270279555040748.6,0.9983147719615845,2.0646940555213885e-05,2.223603120201418e-05,0.9285353293326755
overdensity_lt_9.58291457286,9.582914572864322,270291318332309.03,0.9983582212995482,2.0672243204841714e-05,2.22632386347134e-05,0.928537107472272
overdensity_lt_9.7135678392,9.713567839195981,270302637605195.5,0.9984000305933689,2.0697020403269567e-05,2.228987810042761e-05,0.9285389677780479
